locality,postal_code,district,province,province_int,region,region_int,district_int,ratio_free_build
Saint-Gilles,1060,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-3.458745080839866
Molenbeek-Saint-Jean,1080,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-3.036240582144672
Ganshoren,1083,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-3.1290928968687233
Bruxelles,1120,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-2.581414936244784
Wavre,1300,Nivelles,brabant-wallon,8,wallonie,1,4,-2.9218088410811247
Wavre,1301,Nivelles,brabant-wallon,8,wallonie,1,4,-2.9218088410811247
Beauvechain,1320,Nivelles,brabant-wallon,8,wallonie,1,4,-1.8218111190892874
Ottignies-Louvain-la-Neuve,1340,Nivelles,brabant-wallon,8,wallonie,1,4,-2.670084035741534
Ottignies-Louvain-la-Neuve,1348,Nivelles,brabant-wallon,8,wallonie,1,4,-2.670084035741534
Orp-Jauche,1350,Nivelles,brabant-wallon,8,wallonie,1,4,-1.75001510626352
Hélécine,1357,Nivelles,brabant-wallon,8,wallonie,1,4,-1.6364234387896852
Ramillies,1367,Nivelles,brabant-wallon,8,wallonie,1,4,-1.616334573907662
Grez-Doiceau,1390,Nivelles,brabant-wallon,8,wallonie,1,4,-2.2314836577553936
Braine-l'Alleud,1420,Nivelles,brabant-wallon,8,wallonie,1,4,-2.6454629655921007
Braine-le-Château,1440,Nivelles,brabant-wallon,8,wallonie,1,4,-2.545526954436051
Chastre,1450,Nivelles,brabant-wallon,8,wallonie,1,4,-2.0417026984240287
Walhain,1457,Nivelles,brabant-wallon,8,wallonie,1,4,-1.9021991216830847
Ittre,1460,Nivelles,brabant-wallon,8,wallonie,1,4,-1.8688155203534396
Genappe,1471,Nivelles,brabant-wallon,8,wallonie,1,4,-1.8039701322182824
Tubize,1480,Nivelles,brabant-wallon,8,wallonie,1,4,-2.4278419790594796
Herstappe,3717,Tongres,limbourg,7,flandre,0,7,-1.4443246009938038
Fourons,3790,Tongres,limbourg,7,flandre,0,7,-0.9351409747692409
Fourons,3792,Tongres,limbourg,7,flandre,0,7,-0.9351409747692409
Fourons,3793,Tongres,limbourg,7,flandre,0,7,-0.9351409747692409
Liège,4031,Liège,liege,4,wallonie,1,3,-2.830604864273826
Herstal,4041,Liège,liege,4,wallonie,1,3,-2.7658988954072066
Seraing,4102,Liège,liege,4,wallonie,1,3,-2.719015898762852
Neupré,4120,Liège,liege,4,wallonie,1,3,-2.478162615058977
Anthisnes,4162,Huy,liege,4,wallonie,1,15,-1.3751862137186448
Comblain-au-Pont,4170,Liège,liege,4,wallonie,1,3,-1.466137406098108
Ferrières,4190,Huy,liege,4,wallonie,1,15,-1.3059878142093486
Héron,4217,Huy,liege,4,wallonie,1,15,-1.7586485480960716
Geer,4250,Waremme,liege,4,wallonie,1,14,-1.771854215207943
Braives,4260,Waremme,liege,4,wallonie,1,14,-1.691391228921149
Hannut,4280,Waremme,liege,4,wallonie,1,14,-1.7398038501131425
Waremme,4300,Waremme,liege,4,wallonie,1,14,-2.160488066184539
Faimes,4317,Waremme,liege,4,wallonie,1,14,-1.710416636255583
Awans,4340,Liège,liege,4,wallonie,1,3,-2.121633763763048
Awans,4342,Liège,liege,4,wallonie,1,3,-2.121633763763048
Fexhe-le-Haut-Clocher,4347,Waremme,liege,4,wallonie,1,14,-1.6105508338528032
Remicourt,4350,Waremme,liege,4,wallonie,1,14,-1.9193357307822263
Donceel,4357,Waremme,liege,4,wallonie,1,14,-1.4869715083246906
Oreye,4360,Waremme,liege,4,wallonie,1,14,-1.8297102989173717
Crisnée,4367,Waremme,liege,4,wallonie,1,14,-1.8268803675647545
Flémalle,4400,Liège,liege,4,wallonie,1,3,-2.4830741956565654
Saint-Nicolas,4420,Liège,liege,4,wallonie,1,3,-3.2589752037614583
Juprelle,4450,Liège,liege,4,wallonie,1,3,-1.9128490728370573
Juprelle,4453,Liège,liege,4,wallonie,1,3,-1.9128490728370573
Grâce-Hollogne,4460,Liège,liege,4,wallonie,1,3,-2.2158428813720983
Huy,4500,Huy,liege,4,wallonie,1,15,-2.1119851124813955
Wanze,4520,Huy,liege,4,wallonie,1,15,-2.2322962575198777
Villers-le-Bouillet,4530,Huy,liege,4,wallonie,1,15,-1.9584275838448095
Verlaine,4537,Huy,liege,4,wallonie,1,15,-1.9069217469422715
Amay,4540,Huy,liege,4,wallonie,1,15,-2.4397791740837698
Nandrin,4550,Huy,liege,4,wallonie,1,15,-1.9699260075801024
Tinlot,4557,Huy,liege,4,wallonie,1,15,-1.0160531254868872
Clavier,4560,Huy,liege,4,wallonie,1,15,-0.838521739283722
Marchin,4570,Huy,liege,4,wallonie,1,15,-1.9208493112653575
Ouffet,4590,Huy,liege,4,wallonie,1,15,-0.8464041087221482
Visé,4600,Liège,liege,4,wallonie,1,3,-2.22863580488391
Dalhem,4607,Liège,liege,4,wallonie,1,3,-1.8096120973940113
Beyne-Heusay,4610,Liège,liege,4,wallonie,1,3,-3.1123513938360716
Soumagne,4630,Liège,liege,4,wallonie,1,3,-2.6133575280061447
Herve,4651,Verviers,liege,4,wallonie,1,5,-1.9894992082644871
Herve,4653,Verviers,liege,4,wallonie,1,5,-1.9894992082644871
Blegny,4670,Liège,liege,4,wallonie,1,3,-2.5039107182997635
Blegny,4671,Liège,liege,4,wallonie,1,3,-2.5039107182997635
Oupeye,4680,Liège,liege,4,wallonie,1,3,-2.3624307517636445
Oupeye,4682,Liège,liege,4,wallonie,1,3,-2.3624307517636445
Bassenge,4690,Liège,liege,4,wallonie,1,3,-1.5733725095266853
Lontzen,4710,Verviers,liege,4,wallonie,1,5,-1.5607384590697229
Lontzen,4711,Verviers,liege,4,wallonie,1,5,-1.5607384590697229
Raeren,4730,Verviers,liege,4,wallonie,1,5,-1.2674240912039443
Butgenbach,4750,Verviers,liege,4,wallonie,1,5,-0.5616472874693418
Amblève,4770,Verviers,liege,4,wallonie,1,5,-0.4482983142048989
Burg-Reuland,4791,Verviers,liege,4,wallonie,1,5,-0.2846583064939332
Florenville,4800,Virton,luxembourg,10,wallonie,1,23,-0.0899509983235087
Verviers,4801,Verviers,liege,4,wallonie,1,5,-2.838255646959387
Limbourg,4831,Verviers,liege,4,wallonie,1,5,-1.5240509421762134
Welkenraedt,4840,Verviers,liege,4,wallonie,1,5,-1.9304831549846726
Plombières,4850,Verviers,liege,4,wallonie,1,5,-1.519895895888827
Pepinster,4860,Verviers,liege,4,wallonie,1,5,-1.9121947215803041
Trooz,4870,Verviers,liege,4,wallonie,1,5,-2.0622293170746264
Olne,4877,Verviers,liege,4,wallonie,1,5,-2.168647567641908
Thimister-Clermont,4890,Verviers,liege,4,wallonie,1,5,-1.7754216392913857
Aywaille,4920,Liège,liege,4,wallonie,1,3,-1.458539100686585
Waimes,4950,Verviers,liege,4,wallonie,1,5,-1.0216072843708939
Malmedy,4960,Verviers,liege,4,wallonie,1,5,-1.1483687606644406
Stavelot,4970,Verviers,liege,4,wallonie,1,5,-0.9385878179471917
Stoumont,4987,Verviers,liege,4,wallonie,1,5,-0.32571592014833073
Namur,5000,Namur,namur,9,wallonie,1,1,-2.5327944470916157
Namur,5002,Namur,namur,9,wallonie,1,1,-2.5327944470916157
Namur,5003,Namur,namur,9,wallonie,1,1,-2.5327944470916157
Namur,5020,Namur,namur,9,wallonie,1,1,-2.5327944470916157
Gembloux,5030,Namur,namur,9,wallonie,1,1,-1.8430707953448877
Gembloux,5032,Namur,namur,9,wallonie,1,1,-1.8430707953448877
Sambreville,5060,Namur,namur,9,wallonie,1,1,-2.6735700186000035
Fosses-la-Ville,5070,Namur,namur,9,wallonie,1,1,-1.6160928739551446
La Bruyère,5080,Namur,namur,9,wallonie,1,1,-1.8521203240228066
La Bruyère,5081,Namur,namur,9,wallonie,1,1,-1.8521203240228066
Namur,5100,Namur,namur,9,wallonie,1,1,-2.5327944470916157
Namur,5101,Namur,namur,9,wallonie,1,1,-2.5327944470916157
Sombreffe,5140,Namur,namur,9,wallonie,1,1,-1.8391468133022202
Floreffe,5150,Namur,namur,9,wallonie,1,1,-1.9946509790310436
Jemeppe-sur-Sambre,5190,Namur,namur,9,wallonie,1,1,-2.3462197026743064
Andenne,5300,Namur,namur,9,wallonie,1,1,-1.977658938944886
Éghezée,5310,Namur,namur,9,wallonie,1,1,-1.6811554812515725
Assesse,5330,Namur,namur,9,wallonie,1,1,-1.2489609259601868
Assesse,5333,Namur,namur,9,wallonie,1,1,-1.2489609259601868
Gesves,5340,Namur,namur,9,wallonie,1,1,-1.636538776098969
Ohey,5350,Namur,namur,9,wallonie,1,1,-1.3071651820119745
Hamois,5361,Dinant,namur,9,wallonie,1,0,-1.17771644129925
Havelange,5370,Dinant,namur,9,wallonie,1,0,-0.6591383447839794
Somme-Leuze,5377,Dinant,namur,9,wallonie,1,0,-0.971261756906593
Fernelmont,5380,Namur,namur,9,wallonie,1,1,-1.4670660067469212
Dinant,5503,Dinant,namur,9,wallonie,1,0,-1.0807499136483643
Yvoir,5530,Dinant,namur,9,wallonie,1,0,-1.706653017967613
Anhée,5537,Dinant,namur,9,wallonie,1,0,-1.1732651724191623
Hastière,5540,Dinant,namur,9,wallonie,1,0,-0.9758937217554582
Vresse-sur-Semois,5550,Dinant,namur,9,wallonie,1,0,0.0
Bièvre,5555,Dinant,namur,9,wallonie,1,0,-0.19825915957678358
Houyet,5560,Dinant,namur,9,wallonie,1,0,-0.3634611181692135
Houyet,5561,Dinant,namur,9,wallonie,1,0,-0.3634611181692135
Houyet,5562,Dinant,namur,9,wallonie,1,0,-0.3634611181692135
Beauraing,5570,Dinant,namur,9,wallonie,1,0,-0.5319539220930115
Beauraing,5571,Dinant,namur,9,wallonie,1,0,-0.5319539220930115
Beauraing,5573,Dinant,namur,9,wallonie,1,0,-0.5319539220930115
Beauraing,5574,Dinant,namur,9,wallonie,1,0,-0.5319539220930115
Rochefort,5580,Dinant,namur,9,wallonie,1,0,-0.833484582318772
Ciney,5590,Dinant,namur,9,wallonie,1,0,-1.058499351299206
Philippeville,5600,Philippeville,namur,9,wallonie,1,12,-0.43282154415413676
Stoumont,5600,Verviers,liege,4,wallonie,1,5,-0.32571592014833073
Florennes,5620,Philippeville,namur,9,wallonie,1,12,-0.8073678814089904
Cerfontaine,5630,Philippeville,namur,9,wallonie,1,12,-0.5255219644737887
Mettet,5640,Namur,namur,9,wallonie,1,1,-1.2780359386790945
Mettet,5644,Namur,namur,9,wallonie,1,1,-1.2780359386790945
Walcourt,5651,Philippeville,namur,9,wallonie,1,12,-1.4692845886998764
Couvin,5660,Philippeville,namur,9,wallonie,1,12,-0.6513604048435633
Viroinval,5670,Philippeville,namur,9,wallonie,1,12,-0.05601498661239675
Charleroi,6010,Charleroi,hainaut,6,wallonie,1,21,-2.8855335437554714
Charleroi,6043,Charleroi,hainaut,6,wallonie,1,21,-2.8855335437554714
Charleroi,6060,Charleroi,hainaut,6,wallonie,1,21,-2.8855335437554714
Charleroi,6061,Charleroi,hainaut,6,wallonie,1,21,-2.8855335437554714
Fontaine-l'Évêque,6141,Charleroi,hainaut,6,wallonie,1,21,-2.3149898960228175
Courcelles,6182,Charleroi,hainaut,6,wallonie,1,21,-2.393312970283998
Courcelles,6183,Charleroi,hainaut,6,wallonie,1,21,-2.393312970283998
Les Bons Villers,6210,Charleroi,hainaut,6,wallonie,1,21,-1.752169073438321
Fleurus,6223,Charleroi,hainaut,6,wallonie,1,21,-1.8099311284986277
Pont-à-Celles,6230,Charleroi,hainaut,6,wallonie,1,21,-1.8872884324879926
Farciennes,6240,Charleroi,hainaut,6,wallonie,1,21,-2.5149838946832443
Aiseau-Presles,6250,Charleroi,hainaut,6,wallonie,1,21,-2.268010464854944
Froidchapelle,6440,Thuin,hainaut,6,wallonie,1,18,-0.34745327854100083
Chimay,6460,Thuin,hainaut,6,wallonie,1,18,-0.4279792133148156
Chimay,6464,Thuin,hainaut,6,wallonie,1,18,-0.4279792133148156
Beaumont,6500,Thuin,hainaut,6,wallonie,1,18,-0.8184459659187443
Thuin,6536,Thuin,hainaut,6,wallonie,1,18,-1.5349956674448335
Lobbes,6540,Thuin,hainaut,6,wallonie,1,18,-1.7110553747518567
Erquelinnes,6560,Thuin,hainaut,6,wallonie,1,18,-1.5081828715796126
Merbes-le-Château,6567,Thuin,hainaut,6,wallonie,1,18,-1.1998990172483035
Momignies,6593,Thuin,hainaut,6,wallonie,1,18,-0.947555703325512
Momignies,6594,Thuin,hainaut,6,wallonie,1,18,-0.947555703325512
Momignies,6596,Thuin,hainaut,6,wallonie,1,18,-0.947555703325512
Bastogne,6600,Bastogne,luxembourg,10,wallonie,1,31,-0.8750997166146313
Fauvillers,6637,Bastogne,luxembourg,10,wallonie,1,31,-0.20557142580753798
Vaux-sur-Sûre,6640,Bastogne,luxembourg,10,wallonie,1,31,-0.4813873636966113
Houffalize,6662,Bastogne,luxembourg,10,wallonie,1,31,-0.3667708615461336
Gouvy,6673,Bastogne,luxembourg,10,wallonie,1,31,-0.305068953701205
Vielsalm,6690,Bastogne,luxembourg,10,wallonie,1,31,-0.6367638126281108
Arlon,6700,Arlon,luxembourg,10,wallonie,1,39,-1.5638984102976647
Arlon,6704,Arlon,luxembourg,10,wallonie,1,39,-1.5638984102976647
Tintigny,6730,Virton,luxembourg,10,wallonie,1,23,-0.4459099096510565
Étalle,6742,Virton,luxembourg,10,wallonie,1,23,-0.7725383952962527
Saint-Léger,6747,Virton,luxembourg,10,wallonie,1,23,-0.8939041690908779
Virton,6760,Virton,luxembourg,10,wallonie,1,23,-1.0168362524879784
Virton,6761,Virton,luxembourg,10,wallonie,1,23,-1.0168362524879784
Rouvroy,6767,Virton,luxembourg,10,wallonie,1,23,-0.7625628479052495
Meix-devant-Virton,6769,Virton,luxembourg,10,wallonie,1,23,-0.4614919878942697
Messancy,6780,Arlon,luxembourg,10,wallonie,1,39,-1.3602421950364578
Chiny,6812,Virton,luxembourg,10,wallonie,1,23,-0.3118550232096052
Florenville,6820,Virton,luxembourg,10,wallonie,1,23,-0.0899509983235087
Florenville,6821,Virton,luxembourg,10,wallonie,1,23,-0.0899509983235087
Florenville,6823,Virton,luxembourg,10,wallonie,1,23,-0.0899509983235087
Florenville,6824,Virton,luxembourg,10,wallonie,1,23,-0.0899509983235087
Bouillon,6836,Neufchâteau,luxembourg,10,wallonie,1,16,-0.1740603571589246
Neufchâteau,6840,Neufchâteau,luxembourg,10,wallonie,1,16,-0.6345164043787841
Paliseul,6856,Neufchâteau,luxembourg,10,wallonie,1,16,-0.5521365688854891
Léglise,6860,Neufchâteau,luxembourg,10,wallonie,1,16,-0.03490567827048661
Saint-Hubert,6870,Neufchâteau,luxembourg,10,wallonie,1,16,-0.3695218431005212
Bertrix,6880,Neufchâteau,luxembourg,10,wallonie,1,16,-0.562761599865961
Herbeumont,6887,Neufchâteau,luxembourg,10,wallonie,1,16,-0.10308681484899104
Libin,6890,Neufchâteau,luxembourg,10,wallonie,1,16,-0.41476218080434135
Wellin,6920,Neufchâteau,luxembourg,10,wallonie,1,16,-0.4603389501309099
Tellin,6927,Neufchâteau,luxembourg,10,wallonie,1,16,-0.3800116056945703
Daverdisse,6929,Neufchâteau,luxembourg,10,wallonie,1,16,-0.2310304042555481
Durbuy,6940,Marche-en-Famenne,luxembourg,10,wallonie,1,24,-1.2249118924570144
Durbuy,6941,Marche-en-Famenne,luxembourg,10,wallonie,1,24,-1.2249118924570144
Nassogne,6951,Marche-en-Famenne,luxembourg,10,wallonie,1,24,-0.5312299559524897
Nassogne,6953,Marche-en-Famenne,luxembourg,10,wallonie,1,24,-0.5312299559524897
Manhay,6960,Marche-en-Famenne,luxembourg,10,wallonie,1,24,-0.25058222367583255
Tenneville,6972,Marche-en-Famenne,luxembourg,10,wallonie,1,24,-0.3042060868417184
La Roche-en-Ardenne,6980,Marche-en-Famenne,luxembourg,10,wallonie,1,24,-0.16592298577206152
Hotton,6990,Marche-en-Famenne,luxembourg,10,wallonie,1,24,-1.0670785904001572
Mons,7020,Mons,hainaut,6,wallonie,1,11,-2.2921898083274823
Mons,7021,Mons,hainaut,6,wallonie,1,11,-2.2921898083274823
Mons,7024,Mons,hainaut,6,wallonie,1,11,-2.2921898083274823
Mons,7033,Mons,hainaut,6,wallonie,1,11,-2.2921898083274823
Jurbise,7050,Mons,hainaut,6,wallonie,1,11,-1.8990497072292774
Soignies,7060,Soignies,hainaut,6,wallonie,1,33,-1.7195300128355355
Le Rœulx,7070,Soignies,hainaut,6,wallonie,1,33,-1.706298610196098
Frameries,7080,Mons,hainaut,6,wallonie,1,11,-2.392015016235407
Braine-le-Comte,7090,Soignies,hainaut,6,wallonie,1,33,-1.6603509662155922
La Louvière,7100,La Louvière,hainaut,6,wallonie,1,32,-2.6808507968364728
La Louvière,7110,La Louvière,hainaut,6,wallonie,1,32,-2.6808507968364728
Binche,7133,La Louvière,hainaut,6,wallonie,1,32,-2.2326723569282567
Binche,7134,La Louvière,hainaut,6,wallonie,1,32,-2.2326723569282567
Seneffe,7180,Soignies,hainaut,6,wallonie,1,33,-1.4466274532296481
Écaussinnes,7190,Soignies,hainaut,6,wallonie,1,33,-1.7829504484631384
Boussu,7301,Mons,hainaut,6,wallonie,1,11,-2.531853272403469
Bernissart,7321,Ath,hainaut,6,wallonie,1,9,-1.999142412718913
Saint-Ghislain,7330,Mons,hainaut,6,wallonie,1,11,-2.033290225626708
Colfontaine,7340,Mons,hainaut,6,wallonie,1,11,-2.8870227656139145
Hensies,7350,Mons,hainaut,6,wallonie,1,11,-1.7179462159176047
Honnelles,7387,Mons,hainaut,6,wallonie,1,11,-1.4247266040458446
Tournai,7522,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.9648941690841963
Tournai,7533,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.9648941690841963
Tournai,7536,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.9648941690841963
Tournai,7538,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.9648941690841963
Tournai,7540,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.9648941690841963
Tournai,7543,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.9648941690841963
Péruwelz,7600,Tournai et Mouscron,hainaut,6,wallonie,1,6,-2.035568768762442
Péruwelz,7604,Tournai et Mouscron,hainaut,6,wallonie,1,6,-2.035568768762442
Péruwelz,7608,Tournai et Mouscron,hainaut,6,wallonie,1,6,-2.035568768762442
Brunehaut,7620,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.6111010651895912
Brunehaut,7621,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.6111010651895912
Brunehaut,7623,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.6111010651895912
Antoing,7640,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.6552564670776038
Mouscron,7712,Tournai et Mouscron,hainaut,6,wallonie,1,6,-2.8728740402270794
Estaimpuis,7730,Tournai et Mouscron,hainaut,6,wallonie,1,6,-2.033167760275569
Pecq,7740,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.6732912738499186
Pecq,7743,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.6732912738499186
Comines-Warneton,7784,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.8100640308320972
Ath,7800,Ath,hainaut,6,wallonie,1,9,-1.7484161966211766
Ath,7802,Ath,hainaut,6,wallonie,1,9,-1.7484161966211766
Ath,7804,Ath,hainaut,6,wallonie,1,9,-1.7484161966211766
Ath,7812,Ath,hainaut,6,wallonie,1,9,-1.7484161966211766
Ath,7822,Ath,hainaut,6,wallonie,1,9,-1.7484161966211766
Silly,7830,Ath,hainaut,6,wallonie,1,9,-1.5701582213574872
Enghien,7850,Ath,hainaut,6,wallonie,1,9,-2.097867418531015
Lessines,7860,Ath,hainaut,6,wallonie,1,9,-1.9544978563841924
Lessines,7861,Ath,hainaut,6,wallonie,1,9,-1.9544978563841924
Lessines,7864,Ath,hainaut,6,wallonie,1,9,-1.9544978563841924
Lens,7870,Mons,hainaut,6,wallonie,1,11,-1.159292728755904
Leuze-en-Hainaut,7904,Tournai et Mouscron,hainaut,6,wallonie,1,6,-1.6045702832512352
Frasnes-lez-Anvaing,7910,Ath,hainaut,6,wallonie,1,9,-1.4885145970077012
Frasnes-lez-Anvaing,7911,Ath,hainaut,6,wallonie,1,9,-1.4885145970077012
Frasnes-lez-Anvaing,7912,Ath,hainaut,6,wallonie,1,9,-1.4885145970077012
Brugelette,7940,Ath,hainaut,6,wallonie,1,9,-1.2923581580544627
Brugelette,7941,Ath,hainaut,6,wallonie,1,9,-1.2923581580544627
Brugelette,7943,Ath,hainaut,6,wallonie,1,9,-1.2923581580544627
Chièvres,7950,Ath,hainaut,6,wallonie,1,9,-1.5374507382288638
Belœil,7972,Ath,hainaut,6,wallonie,1,9,-1.7183691138397839
Espierres-Helchin,8587,Courtrai,flandre-occidentale,0,flandre,0,25,-1.5399023094775601
Bruxelles,1020,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-2.581414936244784
Schaerbeek,1030,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-3.3851833636158215
Jette,1090,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-3.185926733090803
Evere,1140,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-2.924486470585006
Watermael-Boitsfort,1170,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-2.483144131367094
Woluwe-Saint-Lambert,1200,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-3.3959406895913102
Saint-Josse-ten-Noode,1210,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-3.3691998516229487
Rixensart,1331,Nivelles,brabant-wallon,8,wallonie,1,4,-3.4102646553374427
Perwez,1360,Nivelles,brabant-wallon,8,wallonie,1,4,-1.6279652587430478
Jodoigne,1370,Nivelles,brabant-wallon,8,wallonie,1,4,-1.7110168231164933
Lasne,1380,Nivelles,brabant-wallon,8,wallonie,1,4,-2.827966051393019
Nivelles,1401,Nivelles,brabant-wallon,8,wallonie,1,4,-1.8952530213573229
Rebecq,1430,Nivelles,brabant-wallon,8,wallonie,1,4,-1.9881470198300453
Mont-Saint-Guibert,1435,Nivelles,brabant-wallon,8,wallonie,1,4,-2.2586349095923075
Genappe,1470,Nivelles,brabant-wallon,8,wallonie,1,4,-1.8039701322182824
Genappe,1472,Nivelles,brabant-wallon,8,wallonie,1,4,-1.8039701322182824
Genappe,1474,Nivelles,brabant-wallon,8,wallonie,1,4,-1.8039701322182824
Villers-la-Ville,1495,Nivelles,brabant-wallon,8,wallonie,1,4,-2.0401585739947796
Drogenbos,1620,Hal-Vilvorde,brabant-flamand,5,flandre,0,8,-2.6541330668282748
Kraainem,1950,Hal-Vilvorde,brabant-flamand,5,flandre,0,8,-3.481123628957864
Bruxelles,3700,Bruxelles-Capitale,bruxelles-capitale,3,bruxelles-capitale,2,30,-2.581414936244784
Fourons,3791,Tongres,limbourg,7,flandre,0,7,-0.9351409747692409
Liège,4000,Liège,liege,4,wallonie,1,3,-2.830604864273826
Liège,4032,Liège,liege,4,wallonie,1,3,-2.830604864273826
Chaudfontaine,4050,Liège,liege,4,wallonie,1,3,-3.1236125239772212
Neupré,4121,Liège,liege,4,wallonie,1,3,-2.478162615058977
Neupré,4122,Liège,liege,4,wallonie,1,3,-2.478162615058977
Sprimont,4140,Liège,liege,4,wallonie,1,3,-1.9295115641940204
Sprimont,4141,Liège,liege,4,wallonie,1,3,-1.9295115641940204
Comblain-au-Pont,4171,Liège,liege,4,wallonie,1,3,-1.466137406098108
Hamoir,4180,Huy,liege,4,wallonie,1,15,-1.3091340489723498
Hamoir,4181,Huy,liege,4,wallonie,1,15,-1.3091340489723498
Burdinne,4210,Huy,liege,4,wallonie,1,15,-1.4799499579398272
Geer,4254,Waremme,liege,4,wallonie,1,14,-1.771854215207943
Berloz,4257,Waremme,liege,4,wallonie,1,14,-1.844344150713618
Ans,4431,Liège,liege,4,wallonie,1,3,-2.5903543244013143
Juprelle,4452,Liège,liege,4,wallonie,1,3,-1.9128490728370573
Engis,4480,Huy,liege,4,wallonie,1,15,-1.4492788936940637
Modave,4577,Huy,liege,4,wallonie,1,15,-1.405158993968434
Dalhem,4606,Liège,liege,4,wallonie,1,3,-1.8096120973940113
Herve,4650,Verviers,liege,4,wallonie,1,5,-1.9894992082644871
Blegny,4672,Liège,liege,4,wallonie,1,3,-2.5039107182997635
La Calamine,4728,Verviers,liege,4,wallonie,1,5,-2.2499092598456496
Amblève,4771,Verviers,liege,4,wallonie,1,5,-0.4482983142048989
Stoumont,4821,Verviers,liege,4,wallonie,1,5,-0.32571592014833073
Baelen,4837,Verviers,liege,4,wallonie,1,5,-0.12424252699977904
Plombières,4851,Verviers,liege,4,wallonie,1,5,-1.519895895888827
Pepinster,4861,Verviers,liege,4,wallonie,1,5,-1.9121947215803041
Spa,4900,Verviers,liege,4,wallonie,1,5,-1.6072668784095432
Theux,4910,Verviers,liege,4,wallonie,1,5,-1.496832259812525
Trois-Ponts,4983,Verviers,liege,4,wallonie,1,5,-0.3208984570679383
Namur,5004,Namur,namur,9,wallonie,1,1,-2.5327944470916157
Namur,5024,Namur,namur,9,wallonie,1,1,-2.5327944470916157
Gembloux,5031,Namur,namur,9,wallonie,1,1,-1.8430707953448877
Stoumont,5080,Verviers,liege,4,wallonie,1,5,-0.32571592014833073
Assesse,5332,Namur,namur,9,wallonie,1,1,-1.2489609259601868
Assesse,5334,Namur,namur,9,wallonie,1,1,-1.2489609259601868
Hamois,5360,Dinant,namur,9,wallonie,1,0,-1.17771644129925
Hamois,5364,Dinant,namur,9,wallonie,1,0,-1.17771644129925
Dinant,5500,Dinant,namur,9,wallonie,1,0,-1.0807499136483643
Dinant,5502,Dinant,namur,9,wallonie,1,0,-1.0807499136483643
Onhaye,5523,Dinant,namur,9,wallonie,1,0,-0.5920256682961532
Hastière,5543,Dinant,namur,9,wallonie,1,0,-0.9758937217554582
Beauraing,5572,Dinant,namur,9,wallonie,1,0,-0.5319539220930115
Gedinne,5575,Dinant,namur,9,wallonie,1,0,-0.11516567314115449
Walcourt,5650,Philippeville,namur,9,wallonie,1,12,-1.4692845886998764
Charleroi,6000,Charleroi,hainaut,6,wallonie,1,21,-2.8855335437554714
Charleroi,6031,Charleroi,hainaut,6,wallonie,1,21,-2.8855335437554714
Charleroi,6041,Charleroi,hainaut,6,wallonie,1,21,-2.8855335437554714
Charleroi,6042,Charleroi,hainaut,6,wallonie,1,21,-2.8855335437554714
Ham-sur-Heure-Nalinnes,6120,Thuin,hainaut,6,wallonie,1,18,-2.201005412363688
Courcelles,6181,Charleroi,hainaut,6,wallonie,1,21,-2.393312970283998
Pont-à-Celles,6238,Charleroi,hainaut,6,wallonie,1,21,-1.8872884324879926
Gerpinnes,6280,Charleroi,hainaut,6,wallonie,1,21,-2.019469734207473
Sivry-Rance,6470,Thuin,hainaut,6,wallonie,1,18,-0.8902476356612709
Thuin,6530,Thuin,hainaut,6,wallonie,1,18,-1.5349956674448335
Thuin,6531,Thuin,hainaut,6,wallonie,1,18,-1.5349956674448335
Thuin,6533,Thuin,hainaut,6,wallonie,1,18,-1.5349956674448335
Lobbes,6542,Thuin,hainaut,6,wallonie,1,18,-1.7110553747518567
Momignies,6590,Thuin,hainaut,6,wallonie,1,18,-0.947555703325512
Martelange,6630,Arlon,luxembourg,10,wallonie,1,39,-0.3962638485582943
Sainte-Ode,6681,Bastogne,luxembourg,10,wallonie,1,31,-0.05671105332037909
